6034333;Horvat;Ivan;3981.58
8582047;Kovacevic;Ivana;-6874.57
1142926;Juric;Ana;-852.91
3269602;Pero;Marko;-5244.54
1148499;Babic;Luka;-191.61
7254997;Matic;Marija;13507.21
4657671;Tomic;Josip;-5012.09
4613632;Knezevic;Martina;970.32
2021879;Novak;Filip;14742.49
5236035;Vukovic;Petra;15607.31
1647536;Markovic;Tomislav;-2379.59
3740252;Jukic;Matea;17618.66
3842393;Pavlovic;Kristina;11012.63
8760859;Peric;Katarina;-2821.04
8818961;Kovacic;Nikolina;2014.4
6764450;Petrovic;Lucija;16329.23
9846750;Saric;Valentina;-3966.26
9540588;Grgic;ANTONIO;13615.46
9771668;Blazevic;Iva;18959.97
8521266;Kovac;Maja;13799.34
5613272;Pavic;Mario;392.06
1762435;LOVRIC;Matija;-5206.67
3891982;Bosnjak;Ante;19501.02
9066998;Radic;Marina;8907.65
4765362;Galic;Josipa;-4714.16
5852842;BARISIC;Nikola;-9727.26
8100013;Filipovic;Matej;4119.07
6974282;Simic;Jelena;9193.61
3401481;Perkovic;Andrea;-2760.84
3395862;Bozic;Domagoj;5417.72
5142407;Vidovic;Marin;-512.89
1484422;Basic;Tea;16232.96
2434473;Mandic;Sara;-3967.38
6279522;Zivkovic;Mateja;3260.52
3114978;Nikolic;Ivona;5809.92
5522346;Loncar;Karlo;5282.58
9675146;Brkic;Hrvoje;15580.27
2082852;Klaric;Dino;19047.52
5131192;Martinovic;Antonija;14033.11
7135922;Baric;Monika;11277.17
6411378;Bilic;Anamarija;-2278.12
6604253;Popovic;Petar;4029.44
9642514;Mihaljevic;Dominik;9132.69
9744824;Jurkovic;Dora;-7571.52
5657288;Stanic;Toni;14707.51
6180298;Mikulic;Barbara;1947.22
1537120;Matijevic;Kristijan;-2625.28
8488611;Jelic;Mateo;15517.34
2264320;Ivankovic;Dario;10174.74
5572127;Matkovic;Antonia;6809.31
3605525;Tadic;Bruno;3941.43
4018073;Cosic;INES;-6362.81
5180804;Jurisic;Stjepan;18607.07
4117297;Lukic;Anita;15588.21
4745680;Topic;MIA;-9113.4
9388858;Ilic;Helena;14962.51
6665203;Kos;Robert;4653.18
8967605;Ivancic;Vedran;-6918.15
2638517;Lucic;Sanja;18231.81
1396582;Jankovic;Marijana;4048.13
9648279;Simunovic;Zvonimir;5441.29
5698218;Kralj;Anja;-8980.13
5268690;Marinovic;Karla;-632.1
9987288;Jerkovic;Alen;-4500.91
4762660;Katic;Igor;5274.31
6323538;Marjanovic;Denis;7518.83
1352712;Novosel;Mislav;-4335.74
4929681;Cindric;David;-9623.41
5800528;Rukavina;Mihaela;15804.67
2346587;Rados;Kresimir;-3315.24
2308336;Grubisic;Goran;14096.97
7229550;Miletic;Marta;-4222.18
1154264;Marusic;Antonela;4773.1
5081457;Herceg;Tena;-4576.16
3045515;Vrdoljak;Martin;-4983.77
5838633;Milic;Danijel;17674.24
2071322;Ivic;Magdalena;10688.02
5221803;Bacic;Danijela;17277.97
2057259;Poljak;Mihael;-1931.02
7486246;Milicevic;Lea;15490.9
8976456;Jozic;Nina;6137.54
6565833;Pranjic;Tamara;-5087.4
7133051;Majic;Andela;18374.6
4847798;Ivanovic;Davor;-1106.41
3144739;Tolic;Mirna;-9722.54
9044299;Pavicic;Tina;-317.34
8243422;Tokic;Sandra;8966.93
6475437;Mamic;Paula;19729.64
5519475;Spoljaric;Borna;-6458.02
4356913;Jovic;Tihana;633.01
7728733;Budimir;Doris;1062.92
7463355;Antunovic;Jurica;7603.37
8882805;Vidakovic;Lana;4793.54
9058385;Dujmovic;Mate;19039.46
1914019;Anic;Ena;15345
5321342;Vuckovic;Tin;-9654.21
2203201;Curic;Klara;11589.34
9902127;Vukelic;Damir;-3355.44
9333458;Delic;EMA;15958.18
9516592;Jurcevic;Dajana;7501.26
2363736;Stojanovic;Laura;-395.04
4453243;Pejic;Irena;1078.3
1651850;Posavec;Stipe;6007.83
7012656;Novakovic;Andrija;4150.08
5466969;Buljan;Lorena;-5016.52
6563154;Soldo;Ana-Marija;12519.31
8146754;Vlasic;Jakov;12015.71
4671880;Erceg;Lovro;15068.98
4015225;Culjak;Jure;14144.86
4023715;Martic;Lara;6613.12
5847100;Ban;Branimir;10553.21
5552084;Varga;Boris;-9372.28
5616166;Vukic;Andrej;10215.72
6197616;Stimac;Dijana;2355.63
1969565;Brajkovic;Juraj;9543.9
1980880;Petkovic;Tanja;5154.43
6013231;Kolaric;Suzana;5209.56
4836268;Buric;Daniel;6466.47
1609285;Coric;Dorotea;-2489.29
4476157;Prpic;Fran;-4102.39
1288891;Mestrovic;Kristian;-469.49
1770948;Mitrovic;Vedrana;-9256.53
8496932;Glavas;Matko;-4026.81
2092593;Duvnjak;Viktorija;-829.93
6442759;Petric;Gabrijela;2215.97
1005113;Ljubicic;Anamaria;18385.95
8243299;Knezovic;Roko;-9230.98
5748022;Andric;Duje;16747.65
8827405;Ljubic;Zrinka;15200.49
8836064;Sucic;Nika;11551.13
7792600;Simunic;Zeljka;8406.62
8596302;Jaksic;Valentino;11034
5805932;Ruzic;Marijan;-5302.58
2872345;Baricevic;Ana Marija;10644.38
9485211;Zovko;Antun;3125.9
7496010;Ivkovic;Ivica;-4333.43
7805043;Kraljevic;Darko;-8380.22
8091354;Matosevic;Elena;11068.89
3100892;Starcevic;Tajana;-2137.52
5704175;JOVANOVIC;Veronika;16020.21
4111747;Duric;Mirela;19481.12
2869812;Mikic;Lidija;6991.8
4167101;Mijatovic;Natalija;-8368.85
7430869;Raguz;Silvija;3279.65
6167663;Petricevic;Dejan;-1668.6
1365370;Loncaric;Nives;-5672.87
3748934;Oreskovic;Andreja;6860.94
2715042;Josipovic;Leon;14201.1
4813331;Horvatic;Renata;10966.19
7804897;Stankovic;Frane;-5407.59
5695201;Miskovic;Renato;9554.83
2902083;Begic;Zeljko;-5435.14
2919063;Medved;Vanja;14676.08
7030741;Marijanovic;Ruzica;12619.39
1033961;Mlinaric;Marino;12006.14
1656364;Milkovic;ADRIANA;13884.79
8855915;Balic;Sven;-6388.81
4586911;Mijic;Natasa;1289.69
7024255;Grguric;Nino;9001.25
3649856;Golubic;Karolina;5812.02
4879923;Jurjevic;Franjo;-694.9
1607665;Zelic;Jasmina;5379.41
4251924;Kolar;Manuela;13539.83
2862942;Barac;Patrik;7763.08
7405107;Salopek;Ivo;-6575
9031833;GUDELJ;Patricia;15536.13
9180669;Lackovic;Sasa;19872.93
6057247;Zoric;Sime;13022.26
4728193;Nekic;Vlatka;13532.35
2518314;Damjanovic;Mirjana;4173.01
9088146;Medic;Zoran;-8764.86
1315589;Milanovic;Vinko;-6183.62
5919772;Pavlic;Dragana;-9383.9
4578398;Milos;Daria;-3164.21
7305906;Car;Patricija;18396.76
8939287;Stipic;Leo;12356.91
5049117;Pintaric;Neven;6796.72
6060095;Kordic;Mirko;-752.55
5593106;Maras;Karmen;-4608.39
2907702;Beslic;Krunoslav;14659.13
6273780;Crnkovic;Viktor;3022.51
8509590;Hodak;Darija;4685.61
4818950;Begovic;Elizabeta;-6888.48
2214877;SERTIC;Drazen;3385.34
9044084;Vukusic;Hana;-9497.75
7938542;Grbavac;Tatjana;16388.04
1077785;Turkovic;Aleksandar;-2392.37
1956907;DEVCIC;Ela;4521.01
5784976;Dragicevic;Anton;2187.35
2902129;Radosevic;Mladen;14068.61
2863832;SAMARDZIC;Diana;14256.67
8757650;Bakovic;Aleksandra;3903.05
6171639;Vlahovic;Bojan;17852.4
2945163;Vuletic;Eva;15358.17
5143681;Puljic;Milan;16874.69
8751072;Brcic;Dunja;15818.47
8461721;TOMLJANOVIC;Vladimir;-4009.66
3707935;Majstorovic;Dolores;-6959.74
3012691;Magdic;Lovre;-4822.48
6352961;Misic;Miroslav;18251.68
1647851;Jakovljevic;Gabriela;6753.75
7493139;Cvitkovic;Mihovil;7109.17
4000947;RADMAN;Dina;-539.47
5719366;Modric;Daniela;7687.15
5429969;Sostaric;Romana;-6865.02
7806832;RASIC;Deni;13287.68
8844700;Sever;Lucia;-9765.33
1192392;Franic;Stela;-7808.47
6635657;Pavkovic;Damjan;5226.74
2483939;Curkovic;Marinela;11838.11
7494713;Abramovic;Niko;11971.43
6542175;Kolak;Roberta;-2429.45
9137589;Turkalj;Dalibor;13143.78
1127374;Palic;Antea;-1300.41
3757547;Boban;Vesna;6683.95
5441330;Vinkovic;Bernarda;-4562.83
1796687;Bagaric;Dorian;18404.3
6258397;Franjic;Ilija;-4101.34
4613801;Vuk;Sabina;17546.15
2022961;Mrsic;Franko;3760.91
4424756;BENIC;Sonja;19483.4
5087030;Dumancic;Jan;18150.46
1998819;Bulic;Margareta;-3252.06
8175241;Boskovic;Sandro;3159.31
4028352;Antolovic;Benjamin;572.16
2378160;Vulic;Andrijana;-2108.79
8359626;Puskaric;Melita;-4499.95
2600412;Banovic;Edi;13153.68
7997941;Jurcic;Mato;-9907.61
3645027;Leko;Franka;-1912.2
6570493;ROZIC;Mirta;-4571.03
9567478;Jelavic;Bernard;5175.63
5953171;Brekalo;Sanela;-5383.71
1362353;Matanovic;Valerija;-3385.32
3339357;Roncevic;Tihomir;19705.24
2901001;Papic;Frano;-6675.73
8307097;Ramljak;Vjekoslav;14374.59
1098741;Perica;Iris;9845.22
9304994;Bogdan;Maria;18654.94
6624250;Galovic;Teo;6623.33
1809176;Lalic;Doroteja;-6020.87
1263106;Kolic;Jasmin;-6261.09
7973899;Pavelic;Dinko;12414.36
8676803;Cicak;Stella;2964.13
8631851;Tomasevic;Ida;-3670.66
6645060;Covic;Adrijana;2835.48
5931133;Tomas;Ljubica;2419.69
2801754;Butkovic;Jana;-9094.17
9248343;Banic;Valentin;12170.68
4514554;Rogic;Stefan;17980.45
2393159;Barbaric;Matteo;-5812.24
1043510;Vidic;Emanuel;10810.99
6557320;Stjepanovic;Snjezana;-168.4
7953925;Gavran;Bruna;2540.36
7138647;Spehar;Jasna;-1063.58
5624633;Lasic;Adrian;-2208.97
9128186;Busic;Dragan;186.19
6207042;Kristo;MARIJO;18405.73
2898107;Kelava;Paola;16741.69
2546163;Vukoja;Silvia;-4346.9
8556308;Andelic;IZABELA;-3000.34
5427121;Maricic;Leona;-2124.02
9502168;Golub;Rea;-6637.54
4711236;Mustapic;Gordana;3254.27
8709950;Udovicic;Zlatko;4857.91
1087188;Vucic;Gloria;-9364.69
4394995;Dukic;Anto;699.53
7082480;Tomicic;Melani;-8812.58
8372069;Lucic;Bojana;5668.74
6262373;Zec;Klaudija;3149.89
7019380;Maretic;Slaven;19331.11
9172946;Antic;Bozidar;17614.82
1151370;Romic;Nenad;9726.07
4769169;Sabljak;Nevena;5731.85
1690447;Radovic;Ivor;13820.78
9228323;Zupan;Katja;964.82
7504162;Valentic;Edita;10012.07
3105552;Spajic;Brigita;7239.33
2821774;Bogdanovic;Samanta;14231.46
3830096;Pervan;Branko;4802.95
4205352;Ostojic;Tino;5714.59
6546005;Marinic;Sinisa;12531.07
3644091;Malenica;Bozena;19158.24
6008548;Tonkovic;Simona;2720.67
5566700;Mihalic;Pavao;2973.58
6393001;Milosevic;Sarah;13691.35
5473862;DUKIC;Mara;18617.62
1819601;Juricic;Sebastijan;11501.92
6556599;Savic;Slavica;5106.37
8305185;Obradovic;Rebeka;-28.65
1218921;STEFANAC;Milica;14667.53
2309318;Tomasic;Emanuela;10498.44
5512067;Lulic;Ksenija;-7135.31
1021303;Culina;Bozo;-7578.47
7048972;Boric;Dean;7242.09
6894563;Dosen;Silvio;18233.12
5374638;Cvitanovic;Adam;-7211.22
5091859;Bencic;Mijo;12040.51
7751793;Milas;Andro;9018.4
3369739;Karlovic;Simun;-9513.81
5330599;Zubcic;Ana Maria;17378.69
4119255;Terzic;Branka;6418.23
5749811;Kljajic;Lora;-7992.68
7665802;Pusic;Gordan;13516
5675204;Roso;Emil;6242.46
6562195;Kujundzic;Roberto;14004.21
5071985;Rajkovic;Jerko;9429.97
6495603;LUKAC;Anica;-9906.98
8492464;Kuzmic;Eugen;16591.29
8921992;Spoljar;Stefani;7820.6
5088135;Jakic;Tonka;10306.36
2551782;DADIC;Pero;4178.89
6236588;Perisic;JOVANA;16170.89
7999830;Rimac;PAULINA;3919.94
2771501;Vrkic;Drago;16598.35
8861849;Marinkovic;Dea;-9605.89
1526695;Sekulic;Janja;7444.75
3739316;Gaspar;Vlatko;-5827.76
5080475;Males;Ljiljana;-9876.69
9050977;Markic;Bozica;-8803.05
9068787;Zilic;Natali;-6527.12
2989800;Rendulic;Marcela;7309.19
8765496;Boras;BLANKA;6336.66
5452116;Grabovac;Srdan;-188.01
4702600;RADANOVIC;Alma;13747.17
6433210;Rajic;Alan;-4013.26
3780438;Marasovic;Leonardo;3690.49
9866255;Turk;Zana;11958.06
4083729;Plesa;Ana-Maria;-3732.17
7926076;Kozul;Julija;17859.83
4939299;Vujevic;VANESA;14375.71
3600865;Cavar;Miro;2605.54
7753665;Bijelic;Biljana;-9736.17
8960266;Colic;Adela;14522.42
1397518;Batinic;Ariana;10638.39
7869869;Matesic;Leonarda;6261.05
9913972;Bogovic;Masa;8898.65
6465650;Knez;Arijana;-3834.24
4909515;Glasnovic;Tomislava;926.48
5751852;Primorac;Vlado;11111.6
3787906;Vranic;Paolo;19860.07
7198023;Zagar;Eni;17933.58
9530970;Orlic;MILA;18573.35
8685316;RAVLIC;Emina;14201.41
2389521;Bosnjakovic;Durdica;-1106.77
5513112;Sinkovic;Sandi;11662.74
1777603;Ivanisevic;Slavko;6939.11
4730297;Martinic;Tijana;14552.89
4981274;Saric;Dubravka;3735.45
6959283;Polic;Nera;459.97
2745464;Gasparic;Elvis;15124.53
2430812;Kraljic;Kruno;-8211.03
5556982;Bekavac;Janko;19250.55
4121319;Bralic;Erik;16104.85
4109958;Kristic;Sebastian;11805.13
3281899;Cupic;Antonijo;-5605.08
5401505;KARACIC;Zdravko;-3305.69
5584424;Kozina;Josko;16561.79
8319440;Prskalo;Karmela;997.63
8856061;Butorac;Tibor;-8943.58
1164543;Bozicevic;Anna;-6178.09
4882196;Mirkovic;Viktoria;16848.32
9374288;Tomas;Nela;10953.07
8481887;Zunic;Mauro;11629.4
9635959;Rakic;Jozo;539.15
2171820;Cacic;Morena;5033.93
3114042;Marincic;Emilija;-4507.02
9473512;Bajic;Sladana;18815.94
6991769;Tot;Blazenka;-6548.98
3848902;Ilicic;Morana;6517.71
7148388;Brozovic;Blaz;11416.75
9828665;Sabo;Niksa;13549.19
1940717;Sutalo;FABIJAN;-2288.23
8597453;Kresic;Andelo;-6371.73
9892701;Ivandic;Marinko;1487.24
5432909;Nakic;Nikol;6463.64
3671748;KLOBUCAR;Milena;648.53
7024999;LUKACEVIC;Sanjin;13546.19
9357285;Zrilic;Manuel;6905.77
9869810;Komljenovic;Roman;-6224.92
9982605;Dakovic;Dubravko;5782.36
1891935;Dujic;Dragica;16745.13
8175579;Bukvic;Nora;11457.57
3630626;Radocaj;Angela;15799.23
3279174;Krizmanic;Gorana;1415.12
7178833;Krmpotic;Nemanja;18084.52
5167531;Pehar;Danica;-6816.54
1444259;Kramaric;Suncica;7002.12
2485874;Bicanic;Ina;18474.54
4145315;Sabic;Nikica;2752.33
2196692;Opacak;Kata;6289.36
